Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
IMKTA,"Ingles Markets, Incorporated",48.15,$975.51M,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",9.62,$527.76M,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
INNL,Innocoll Holdings,0.6101,$240.25M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/innl
INOD,Innodata Inc.,2.25,$57.65M,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",51.12,$993.21M,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,67.55,$1.62B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
ISSC,"Innovative Solutions and Support, Inc.",3.86,$64.52M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
INVA,"Innoviva, Inc.",11.35,$1.23B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva
INGN,"Inogen, Inc",65.2,$1.32B,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
ITEK,Inotek Pharmaceuticals Corporation,1.775,$47.8M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
INOV,"Inovalon Holdings, Inc.",11.2,$1.65B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",6.98,$516.94M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
INSG,Inseego Corp.,2.87,$156.05M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/insg
NSIT,"Insight Enterprises, Inc.",36.87,$1.31B,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",1.64,$19.23M,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",15.4,$952.92M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
INSE,"Inspired Entertainment, Inc.",7.55,$152.51M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inse
INSEW,"Inspired Entertainment, Inc.",0.53,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/insew
IIIN,"Insteel Industries, Inc.",35.96,$682.63M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,43.55,$2.5B,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",10.26,$736.36M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,5.2,$59.53M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,42.49,$3.18B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",25.16,$3.37B,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
INTC,Intel Corporation,36.79,$174.35B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
IQNT,"Inteliquent, Inc.",22.97,$792.76M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iqnt
NTLA,"Intellia Therapeutics, Inc.",13.67,$492.06M,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ntla
IPCI,Intellipharmaceutics International Inc.,2.59,$77.14M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",33,$1.03B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",38.78,$15.88B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
ICPT,"Intercept Pharmaceuticals, Inc.",114.37,$2.84B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
IDCC,"InterDigital, Inc.",90.15,$3.09B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",18.95,$1.23B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
LINK,"Interlink Electronics, Inc.",7.11,$52.1M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link
IMI,"Intermolecular, Inc.",1.06,$52.5M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,1.89,$110.08M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,38.7,$2.55B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,37.6,$1.72B,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,10.9835,$210.92M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",7.6295,$712.77M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
IDXG,"Interpace Diagnostics Group, Inc.",5.38,$15.1M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/idxg
XENT,"Intersect ENT, Inc.",13.35,$381.34M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
INTX,"Intersections, Inc.",4.11,$97.51M,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
ISIL,Intersil Corporation,22.34,$3.06B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil
IVAC,"Intevac, Inc.",8.3,$173.72M,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,38.33,$707.91M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
ITCI,Intra-Cellular Therapies Inc.,14.93,$645.99M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,7.45,$50.67M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,117.1,$30.06B,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",664.71,$25.76B,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
INVT,"Inventergy Global, Inc.",0.56,$6.46M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt
SNAK,"Inventure Foods, Inc.",6.36,$125.11M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISTR,Investar Holding Corporation,19.6,$139.46M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ISBC,"Investors Bancorp, Inc.",14.12,$4.37B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,138.41,$260.8M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,4.55,$145.75M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
IVTY,"Invuity, Inc.",6.75,$114.28M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
IONS,"Ionis Pharmaceuticals, Inc.",48.09,$5.83B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
IPAS,iPass Inc.,1.6,$106.01M,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
DTYS,iPath US Treasury 10-year Bear ETN,19.5615,$53.75M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys
DTYL,iPath US Treasury 10-year Bull ETN,73.72,$5.07M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl
DTUS,iPath US Treasury 2-year Bear ETN,32.1,$7.99M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus
DTUL,iPath US Treasury 2-year Bull ETN,62.924,$3.71M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
DFVS,iPath US Treasury 5-year Bear Exchange Traded Note,30.63,$2.22M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs
DFVL,iPath US Treasury 5-year Bull ETN,63.8655,$4.52M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
FLAT,iPath US Treasury Flattener ETN,59.6,$3.36M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat
DLBS,iPath US Treasury Long Bond Bear ETN,19.175,$21.6M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs
DLBL,iPath US Treasury Long Bond Bull ETN,79.33,$5.63M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl
STPP,iPath US Treasury Steepener ETN,34.16,$3.17M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp
IPGP,IPG Photonics Corporation,100.15,$5.32B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
IRMD,iRadimed Corporation,12.25,$131.22M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
IRTC,"iRhythm Technologies, Inc.",30.56,$676.2M,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irtc
IRIX,IRIDEX Corporation,13.94,$157.5M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,10.9,$1.04B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,382,$191M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,59.22,$1.61B,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",15.67,$2.29B,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,42,$1.32B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp
PMPT,iSectors Post-MPT Growth ETF,24.28,$97.12 ,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmpt
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.3,$228.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd
TLT,iShares 20+ Year Treasury Bond ETF,121.31,$5.5B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
AIA,iShares Asia 50 ETF,48.72,$341.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia
COMT,iShares Commodities Select Strategy ETF,34.9,$205.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
IXUS,iShares Core MSCI Total International Stock ETF,52.26,$3.85B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
FALN,iShares Fallen Angels USD Bond ETF,27.14,$10.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faln
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,33,$44.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,26.73,$392.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IGF,iShares Global Infrastructure ETF,39.79,$1.31B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf
GNMA,iShares GNMA Bond ETF,49.62,$163.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,51.5,$10.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyxe
JKI,iShares Morningstar Mid-Cap ETF,146.31,$343.83M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki
ACWX,iShares MSCI ACWI ex US Index Fund,41.61,$2.32B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,60.7,$6.11B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,57.77,$2.63B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
EWZS,iShares MSCI Brazil Small-Cap ETF,12.29,$41.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs
MCHI,iShares MSCI China ETF,46.31,$2.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi
ESGD,iShares MSCI EAFE ESG Optimized ETF,57.36,$108.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgd
SCZ,iShares MSCI EAFE Small-Cap ETF,51.3,$6.46B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz
ESGE,iShares MSCI EM ESG Optimized ETF,56.7783,$39.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esge
EEMA,iShares MSCI Emerging Markets Asia Index Fund,55.07,$209.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EUFN,iShares MSCI Europe Financials Sector Index Fund,19.49,$585.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,44.68,$75.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
MPCT,iShares MSCI Global Impact ETF,49.16,$17.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpct
ENZL,iShares MSCI New Zealand Capped ETF,41.97,$119.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl
QAT,iShares MSCI Qatar Capped ETF,19.79,$49.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
UAE,iShares MSCI UAE Capped ETF,17.45,$45.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae
ESGU,iShares MSCI USA ESG Optimized ETF,49.75,$7.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgu
IBB,iShares Nasdaq Biotechnology Index Fund,280.01,$8.23B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,125.07,$700.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,28.48,$42.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,8.26,$74.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,54.88,$217.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,28.39,$731.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,77.8,$81.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,90.45,$655.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
ISLE,"Isle of Capri Casinos, Inc.",23.99,$992.2M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle
ISRL,"Isramco, Inc.",129.05,$350.72M,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
ITI,"Iteris, Inc.",4.64,$149.34M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti
ITRI,"Itron, Inc.",63.35,$2.42B,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,27.25,$639.71M,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn
ITUS,ITUS Corporation,5.3197,$46.56M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/itus
IVENC,Ivy NextShares,100.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivenc
IVFGC,Ivy NextShares,100.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfgc
IVFVC,Ivy NextShares,100.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfvc
XXIA,Ixia,17,$1.4B,2000,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xxia
IXYS,IXYS Corporation,11.95,$376.86M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
IZEA,IZEA Inc.,5.2,$28.34M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,130.05,$2.43B,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",41.75,$84.16M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",99.28,$11.14B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",86.38,$4.15B,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,"JA Solar Holdings, Co., Ltd.",4.9,$233.1M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JKHY,"Jack Henry & Associates, Inc.",90.54,$7.07B,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,107.93,$3.49B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
JXSB,Jacksonville Bancorp Inc.,30.0001,$53.96M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
JAGX,"Jaguar Animal Health, Inc.",0.63,$8.82M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",5.5,$110.01M,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk
JMBA,"Jamba, Inc.",9.89,$151.61M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba
JRVR,"James River Group Holdings, Ltd.",41.68,$1.21B,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr
SGQI,Janus SG Global Quality Income ETF,25.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgqi
JSML,Janus Small Cap Growth Alpha ETF,31.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsml
JSMD,Janus Small/Mid Cap Growth Alpha ETF,31.908,$11.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsmd
JASN,"Jason Industries, Inc.",1.84,$41.21M,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn
JASNW,"Jason Industries, Inc.",0.06,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw
JAZZ,Jazz Pharmaceuticals plc,117.3,$7.03B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JD,"JD.com, Inc.",26.84,$38.13B,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd
JSYN,Jensyn Acquistion Corp.,10.17,$52.57M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsyn
JSYNR,Jensyn Acquistion Corp.,0.22,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynr
JSYNU,Jensyn Acquistion Corp.,10.36,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynu
JSYNW,Jensyn Acquistion Corp.,0.125,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynw
JBLU,JetBlue Airways Corporation,21.76,$7.04B,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
JTPY,JetPay Corporation,2.7,$47.74M,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy
JCTCF,Jewett-Cameron Trading Company,11.905,$27.22M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf
JIVE,"Jive Software, Inc.",4.3,$335.86M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/jive
WYIG,JM Global Holding Company,9.92,$65.1M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig
WYIGU,JM Global Holding Company,10.26,$67.33M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu
WYIGW,JM Global Holding Company,0.41,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw
JMU,JMU Limited,3.31,$265.67M,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/jmu
JBSS,"John B. Sanfilippo & Son, Inc.",68.11,$763.66M,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,36.05,$360.14M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout
JNP,"Juniper Pharmaceuticals, Inc.",5.35,$58.01M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp
JUNO,"Juno Therapeutics, Inc.",20,$2.12B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
KTWO,"K2M Group Holdings, Inc.",22.29,$940.59M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo
KALU,Kaiser Aluminum Corporation,79.43,$1.42B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu
KALV,"KalVista Pharmaceuticals, Inc.",7.61,$75.53M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kalv
KMDA,Kamada Ltd.,6.125,$223.07M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",5.05,$240.88M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi
KPTI,Karyopharm Therapeutics Inc.,10.12,$417.38M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
KBSF,KBS Fashion Group Limited,0.3,$7.96M,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf
KCAP,"KCAP Financial, Inc.",3.98,$147.97M,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap
KRNY,Kearny Financial,14.8,$1.31B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny
KELYA,"Kelly Services, Inc.",22.84,$873.41M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",23,$879.53M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
KMPH,"KemPharm, Inc.",3.35,$49.07M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,9.701,$81.87M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb
KERX,"Keryx Biopharmaceuticals, Inc.",6.26,$663.31M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
KEQU,Kewaunee Scientific Corporation,24.95,$67.65M,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ
KTEC,"Key Technology, Inc.",12,$76.5M,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,8.11,$87.25M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
KFRC,"Kforce, Inc.",22.65,$614.25M,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
KE,"Kimball Electronics, Inc.",17.95,$493.33M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke
KBAL,"Kimball International, Inc.",17.01,$634.36M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal
KIN,"Kindred Biosciences, Inc.",6.3,$125.47M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin
